??????????,season,track,episode
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 5 - The Amber Ring"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 6 - The Rampage Begins"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 7 - The Chaos After the Storm"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 8 - The Man Who Would Be a Hero"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 9 - Days of Peace and Ease"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 10 - Saving the Hero"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 11 - A Gathering of Champions"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 12 - A Parting of Ways"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside [ผมโดนกลุ่มผู้กล้าขับไสเลยต้องไปสโลว์ไลฟ์ที่ชายแดน]","Season 1","พากย์ไทย","ตอน 13 - The Guide"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 1 - อัสตาและยูโน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 2 - คำสาบานของเด็กหนุ่ม"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 3 - สู่เมืองหลวงแห่งอาณาจักรโคลเวอร์!"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 4 - การทดสอบเข้าหน่วยอัศวินเวทมนตร์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 5 - เส้นทางสู่จักรพรรดิเวทมนตร์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 6 - หน่วยกระทิงดำ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 7 - สมาชิกใหม่อีกคน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 8 - ลุยเลย! ภารกิจแรก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 9 - อสูรร้าย"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 10 - ผู้พิทักษ์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 11 - เหตุการณ์ที่เกิดขึ้นวันหนึ่งในเมืองรอบปราสาท"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 12 - จักรพรรดิเวทมนตร์มองเห็น"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 13 - จักรพรรดิเวทมนตร์มองเห็น ภาคต่อ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 14 - ดันเจี้ยน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 15 - จอมเวทอาณาจักรไดมอนด์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 16 - พวกพ้อง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 17 - จอมทำลายล้าง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 18 - ความทรงจำถึงเธอ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 19 - การทำลายล้างและการช่วยชีวิต"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 20 - พิธีที่เมืองหลวง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 21 - เหตุวุ่นวายในเมืองหลวง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 22 - ระบำเวทอันบ้าคลั่ง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 23 - ราชาราชสีห์ชาด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 24 - แบล็คเอาต์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 25 - เคราะห์กรรม"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 26 - สัตว์ที่บาดเจ็บ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 27 - แสง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 28 - คนเดียวที่หัวใจต้องการ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 29 - เส้นทาง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 30 - นักเวทกระจก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 31 - ภารกิจไล่ล่ากลางหิมะ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 32 - ต้นกล้าสามใบ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 33 - วันหนึ่งคงจะได้ช่วยใครสักคน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 34 - มนตร์แห่งแสงปะทะมนตร์แห่งความมืด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 35 - แสงแห่งการพิพากษา"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 36 - สามตา"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 37 - หนึ่งเดียวที่ไร้เวทมนตร์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 38 - การประชุมหัวหน้าหน่วยอัศวินเวทมนตร์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 39 - สดุดีโคลเวอร์สามแฉก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 40 - เรื่องราวของชายหาดสีดำ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 41 - สาวน้อยแห่งน้ำโตขึ้นแล้ว"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 42 - วิหารใต้สมุทร"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 43 - ศึกประจัญบานวิหารใต้สมุทร"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 44 - ลูกไฟทางตรงไร้เป้าหมายและสายฟ้าอันเกรี้ยวกราด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 45 - คนที่ไม่รู้ว่าตอนไหนควรยอมแพ้"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 46 - ตื่นขึ้น"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 47 - อาวุธหนึ่งเดียว"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 48 - ความสิ้นหวังปะทะความหวัง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 49 - เหนือขีดจำกัด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 50 - สิ้นสุดการต่อสู้ จุดจบของความสิ้นหวัง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 51 - หลักฐานพิสูจน์ความถูกต้อง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 52 - คนแกร่งที่สุดคือผู้ชนะ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 53 - ภายใต้หน้ากาก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 54 - ไม่อีกแล้ว"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 55 - ชายชื่อฟานเซล"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 56 - ชายชื่อฟานเซล (ภาคต่อ)"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 57 - ภารกิจแฝงตัว"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 58 - การตัดสินใจในสนามรบ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 59 - เปลวไฟแห่งความเกลียดชัง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 60 - การชดใช้ของผู้ทรยศ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 61 - โลกที่สัญญาไว้"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 62 - ผู้เสริมพลังให้กัน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 63 - ไม่เลยสักนิด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 64 - ด้ายแดงแห่งโชคชะตา"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 65 - กลับมาแล้ว"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 66 - ความลับของเนตรมารแห่งพระอาทิตย์เที่ยงคืน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 67 - เดตคู่สุขสันต์ในวันเทศกาล"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 68 - ศึกสู้ตาย ยามิปะทะแจ็ก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 69 - ความทุกข์ใจของดอกไม้หนาม"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 70 - ดาวใหม่สองดวง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 71 - นางสิงห์ไร้บัลลังก์ผู้ไร้เทียมทาน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 72 - ไฟของนักบุญเอลโม"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 73 - การสอบคัดเลือกรอยัลไนท์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 74 - ดอกไม้แห่งปณิธาน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 75 - สงครามอันดุเดือด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 76 - จอมเวทเอกซ์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 77 - คู่อริ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 78 - กับดักสามัญชน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 79 - รุ่นพี่นักเลงปะทะรุ่นน้องสมองกล้าม"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 80 - น้องชายคนเก่งปะทะพี่ชายไม่เอาไหน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 81 - ชีวิตของชายคนหนึ่ง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 82 - โคลเวอร์จิ๋ว ชาร์มี่สุดสยองตอนพิเศษ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 83 - เผาให้วอด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 84 - ผู้ชนะ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 85 - แช่น้ำร่วมบ่อ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 86 - ยามิกับแวนเจียนซ์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 87 - กำเนิดรอยัลไนท์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 88 - ถล่มที่ซ่อนของเนตรมารแห่งพระอาทิตย์เที่ยงคืน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 89 - ที่ซ่อนของหน่วยกระทิงดำ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 90 - สงครามเวทคลั่ง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 91 - เมเรโอเลโอนาปะทะไรอาแห่งการทรยศ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 92 - จักรพรรดิเวทมนตร์ปะทะหัวหน้าเนตรมารแห่งพระอาทิตย์เที่ยงคืน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 93 - จูเลียส โนวาโครโน่"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 94 - อนาคตบทใหม่"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 95 - เกิดใหม่"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 96 - หัวหน้ากระทิงดำปะทะกุหลาบป่าสีชาด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 97 - เสียเปรียบมหาศาล"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 98 - ราชสีห์ที่หลับใหล"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 99 - หนทางแห่งการดิ้นรนเอาชีวิตรอด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 100 - เราไม่แพ้แน่นอน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 101 - เหล่าผู้คนในหมู่บ้านห่างไกล"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 102 - ปาฏิหาริย์ทั้งสอง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 103 - ปลดปล่อยจากเคราะห์ร้าย"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 104 - สายฟ้าแห่งโทสะ ปะทะ ผองเพื่อน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 105 - รอยยิ้ม น้ำตา"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 106 - เส้นทางสู่การแก้แค้น หนทางสู่การชดใช้"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 107 - ศึกปราสาทโคลเวอร์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 108 - นักเต้นรำแห่งสนามรบ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 109 - พี่น้องจอมเวทข้ามมิติ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 110 - กระทิงพิโรธร่วมทัพ!!"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 111 - ดวงตาในกระจก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 112 - มนุษย์ที่เชื่อใจได้"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 113 - บุกพระราชวังเงา"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 114 - ผู้รุกรานกลุ่มสุดท้าย"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 115 - ผู้บงการ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 116 - สุดยอดศัตรูทางธรรมชาติ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 117 - ทำลายผนึก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 118 - ข้ามเวลามาพบกันใหม่"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 119 - การโจมตีครั้งสุดท้าย"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 120 - รุ่งอรุณ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 121 - ปัญหาสามประการ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 122 - ยิ่งมืดมิด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 123 - ความทรงจำของเนโร ตอนหนึ่ง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 124 - ความทรงจำของเนโร ตอนสอง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 125 - กลับรัง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 126 - คำสารภาพของกุหลาบน้ำเงิน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 127 - เบาะแส"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 128 - สู่อาณาจักรฮาร์ต!"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 129 - จอมปีศาจเมกิคูล่า"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 130 - การประชุมหัวหน้าหน่วยอัศวินเวทมนตร์ครั้งใหม่"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 131 - การตัดสินใจครั้งใหม่"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 132 - ราชสีห์ที่ตื่นขึ้น"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 133 - ราชสีห์ที่ตื่นขึ้น ภาคต่อ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 134 - เหล่าผู้ได้รับเชิญ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 135 - ผู้ครองหัวใจ ความคิด และจิตวิญญาณของฉัน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 136 - เรื่องราวใต้ทะเลสีดำ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 137 - ศตวรรษแห่งความหิวโหยของชาร์มี่ สหัสวรรษแห่งความเหงาของกอร์ดอน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 138 - ในรอยเท้าของซาระ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 139 - การกลับบ้านของแม่มด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 140 - คำขอของจูเลียส"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 141 - ครอบครัวสีทอง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 142 - คนที่เหลืออยู่"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 143 - ตาชั่งที่เอนเอียง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 144 - ผู้ปรารถนาให้ปีศาจสิ้นชีพ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 145 - ช่วยชีวิต"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 146 - เหล่าสาวกผู้บูชาปีศาจ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 147 - เตรียมตัวตาย"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 148 - กลายเป็นแสงที่ส่องทะลุความมืดมิด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 149 - สองสิ่งที่เราต้องหาให้เจอ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 150 - ความท้าทายของหญิงสาว"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 151 - ปะทะเดือด ศึกของหัวหน้าอัศวินเวทมนตร์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 152 - สู่วันพรุ่งนี้!"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 153 - ผู้ที่ถูกเลือก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 154 - รองหัวหน้าหน่วย แลงกริส โวด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 155 - ผู้พิทักษ์วิญญาณทั้ง 5"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 156 - พลังแห่งการคืนชีพ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 157 - โคลเวอร์ 5 แฉก"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 158 - รุ่งอรุณแห่งความหวังและความสิ้นหวัง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 159 - ทะเลสาบที่เงียบสงบและเงาของป่า"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 160 - ผู้ส่งสารแห่งอาณาจักรสเปด"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 161 - พลังของเซน่อน"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 162 - มหาศึกเปิดฉากขึ้น"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 163 - ดันเต้ ปะทะ หัวหน้าหน่วยกระทิงดำ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 164 - สมรภูมิ: อาณาจักรฮาร์ต"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 165 - สงครามวารีศักดิ์สิทธิ์"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 166 - หัวหน้าหน่วย: ยามิ สุเคฮิโระ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 167 - คำสาบานสีดำ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 168 - คราวสั่นคลอนของยอดคนแกร่ง"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 169 - พิธีกรรรมพันธะปีศาจ"
"Black Clover [แบล็คโคลเวอร์]","Season 1","พากย์ไทย","ตอน 170 - อนาคตอันไกลโพ้น"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 1 - ผู้มาเกิดใหม่ซึ่งสูญเสียความทรงจำ"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 2 - วิญญาณอัศวินดำ"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 3 - สัญญาลับกับกิลด์และสาวน้อยทาส"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 4 - ปีศาจ"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 5 - ลูกสาวของจอมมาร"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 6 - ข้าวสวย โจร และผู้กล้า"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 7 - การต่อสู้กับเหล่าผู้กล้า"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 8 - การกลับสู่พาซูและการจุติของเทพธิดา"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 9 - อัญเชิญผู้กล้า"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 10 - ครอบครัวใหม่"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 11 - การทดสอบเลื่อนขั้นระดับ S"
"Black Summoner [นักอัญเชิญทมิฬ]","Season 1","พากย์ไทย","ตอน 12 - ผู้มาเกิดใหม่อีกคนหนึ่ง"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 1 - สกิลพิสดารสุดเจ๋ง"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 2 - อสูรรับใช้สุดเด่นตัวนี้คือตำนานที่ยังมีชีวิตอยู่"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 3 - พลังอันมหาศาลนี้มีเพื่ออาหาร"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 4 - ถ้าไม่มีแผนที่ก็เริ่มไม่ได้หรอกนะ"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 5 - เทพธิดาแห่งลมชอบของหวาน"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 6 - การเติบโตที่ไม่คาดคิดมาก่อน"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 7 - หมาป่าเต้นรำกับสัตว์อสูร"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 8 - ตัวระดับบอสอร่อยทุกตัว"
"Campfire Cooking in Another World with My Absurd Skill [สกิลสุดพิสดารกับมื้ออาหารในต่างโลก]","Season 1","พากย์ไทย","ตอน 9 - รับคำขอเพื่อเงินกับเนื้อ"
